Program: faissGPU Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.3596 %	0.54634 %	0.704187 %	0.7469962 %	|	0.7704 %	0.9341 %	0.90615 %	0.9627 %	0.95446 %	0.939923 %	3109.464406967163
1500	25	256	|	512	-1	dot_product
0.3599 %	0.54655 %	0.704707 %	0.7480272 %	|	0.7712 %	0.9356 %	0.90749 %	0.9645 %	0.95647 %	0.941949 %	3697.329521179199
1500	25	256	|	576	-1	dot_product
0.3601 %	0.5468 %	0.705254 %	0.749008 %	|	0.7715 %	0.9368 %	0.9088 %	0.9658 %	0.95854 %	0.943957 %	3956.394672393799
1500	25	256	|	640	-1	dot_product
0.3603 %	0.54716 %	0.70568 %	0.7498456 %	|	0.7724 %	0.9381 %	0.91004 %	0.9677 %	0.96022 %	0.945609 %	4173.058748245239
1500	25	256	|	704	-1	dot_product
0.3605 %	0.54739 %	0.70606 %	0.7506466 %	|	0.7729 %	0.9391 %	0.91098 %	0.9692 %	0.96165 %	0.947166 %	4459.71417427063
1500	25	256	|	768	-1	dot_product
0.3608 %	0.54766 %	0.706437 %	0.7514299 %	|	0.7739 %	0.9406 %	0.91196 %	0.9708 %	0.96301 %	0.948835 %	4718.876838684082
1500	25	256	|	1024	-1	dot_product
0.3615 %	0.54861 %	0.707879 %	0.7543601 %	|	0.7758 %	0.9442 %	0.91576 %	0.9755 %	0.96864 %	0.954895 %	6456.733703613281
1500	25	256	|	1280	-1	dot_product
0.3634 %	0.54967 %	0.709522 %	0.757596 %	|	0.7793 %	0.9498 %	0.92057 %	0.9824 %	0.97539 %	0.961735 %	8184.933423995972
1500	50	256	|	1	-1	dot_product
0.3772 %	0.47229 %	0.45548 %	0.2841727 %	|	0.5216 %	0.5253 %	0.51662 %	0.5253 %	0.51664 %	0.460177 %	972.8822708129883
1500	50	256	|	16	-1	dot_product
0.5794 %	0.72658 %	0.801279 %	0.7676251 %	|	0.861 %	0.8802 %	0.87216 %	0.8809 %	0.87361 %	0.859923 %	1116.0342693328857
1500	50	256	|	32	-1	dot_product
0.5892 %	0.74068 %	0.820285 %	0.8042678 %	|	0.885 %	0.9078 %	0.8991 %	0.9089 %	0.90121 %	0.889003 %	1209.683895111084
1500	50	256	|	64	-1	dot_product
0.5973 %	0.75159 %	0.833721 %	0.8285941 %	|	0.9023 %	0.9279 %	0.91926 %	0.9293 %	0.92191 %	0.910802 %	1329.7841548919678
1500	50	256	|	128	-1	dot_product
0.6043 %	0.75928 %	0.843325 %	0.8458174 %	|	0.9148 %	0.9429 %	0.93423 %	0.9443 %	0.93731 %	0.927078 %	1583.2533836364746
1500	50	256	|	256	-1	dot_product
0.6083 %	0.76427 %	0.850741 %	0.859391 %	|	0.9248 %	0.9549 %	0.94572 %	0.9565 %	0.94924 %	0.940513 %	2391.702651977539
1500	50	256	|	320	-1	dot_product
0.6091 %	0.76561 %	0.85275 %	0.8631142 %	|	0.9274 %	0.9577 %	0.94909 %	0.9594 %	0.95276 %	0.944239 %	2886.660099029541
1500	50	256	|	384	-1	dot_product
0.6099 %	0.7668 %	0.854512 %	0.8662693 %	|	0.9296 %	0.9605 %	0.952 %	0.9622 %	0.9557 %	0.947609 %	3272.923469543457
1500	50	256	|	448	-1	dot_product
0.6107 %	0.7679 %	0.855996 %	0.8689007 %	|	0.9319 %	0.9636 %	0.95461 %	0.9653 %	0.9584 %	0.950399 %	3915.7230854034424
1500	50	256	|	512	-1	dot_product
0.6113 %	0.76869 %	0.857147 %	0.8710153 %	|	0.9333 %	0.9655 %	0.95665 %	0.9672 %	0.96052 %	0.95271 %	4219.779253005981
1500	50	256	|	576	-1	dot_product
0.6117 %	0.76948 %	0.858276 %	0.8729311 %	|	0.9345 %	0.9668 %	0.95866 %	0.9685 %	0.96266 %	0.955003 %	4483.838081359863
1500	50	256	|	640	-1	dot_product
0.6127 %	0.77017 %	0.859233 %	0.874608 %	|	0.9363 %	0.9687 %	0.96038 %	0.9704 %	0.96449 %	0.95689 %	4763.735294342041
1500	50	256	|	704	-1	dot_product
0.613 %	0.77064 %	0.860026 %	0.8762071 %	|	0.9377 %	0.9703 %	0.96182 %	0.972 %	0.96605 %	0.958695 %	5026.228904724121
1500	50	256	|	768	-1	dot_product
0.6138 %	0.77109 %	0.860937 %	0.8777666 %	|	0.939 %	0.9719 %	0.96323 %	0.9736 %	0.96749 %	0.960592 %	5402.314186096191
1500	50	256	|	1024	-1	dot_product
0.6156 %	0.77321 %	0.864206 %	0.883495 %	|	0.9431 %	0.9769 %	0.96889 %	0.9786 %	0.9735 %	0.96746 %	7342.384576797485
1500	50	256	|	1280	-1	dot_product
