Program: faiss Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.7015 %	0.83194 %	0.901833 %	0.9061056 %	|	0.9629 %	0.9766 %	0.97209 %	0.977 %	0.97354 %	0.9678 %	70129.65154647827
4000	100	64	|	768	-1	dot_product
0.7017 %	0.83219 %	0.902312 %	0.9072257 %	|	0.9632 %	0.9769 %	0.97276 %	0.9773 %	0.97421 %	0.968673 %	74685.71901321411
4000	100	64	|	1024	-1	dot_product
0.7031 %	0.83338 %	0.903917 %	0.9108548 %	|	0.9658 %	0.98 %	0.9752 %	0.9804 %	0.97672 %	0.971693 %	92680.61184883118
4000	10	256	|	1	-1	dot_product
0.0885 %	0.21971 %	0.302505 %	0.1869501 %	|	0.3053 %	0.4513 %	0.42082 %	0.465 %	0.44185 %	0.36255 %	346.9550609588623
4000	10	256	|	16	-1	dot_product
0.1187 %	0.29133 %	0.47072 %	0.5457547 %	|	0.4435 %	0.7687 %	0.70794 %	0.8876 %	0.87532 %	0.832557 %	499.0196228027344
4000	10	256	|	32	-1	dot_product
0.1188 %	0.29218 %	0.472766 %	0.5558526 %	|	0.4453 %	0.779 %	0.71419 %	0.911 %	0.896 %	0.854553 %	584.4991207122803
4000	10	256	|	64	-1	dot_product
0.119 %	0.29269 %	0.473687 %	0.559317 %	|	0.4467 %	0.7841 %	0.71773 %	0.9234 %	0.9076 %	0.864615 %	704.329252243042
4000	10	256	|	128	-1	dot_product
0.119 %	0.29285 %	0.474337 %	0.5609452 %	|	0.4469 %	0.7864 %	0.71947 %	0.9304 %	0.91407 %	0.870593 %	880.9881210327148
4000	10	256	|	256	-1	dot_product
0.1191 %	0.29301 %	0.474567 %	0.5617144 %	|	0.4474 %	0.7885 %	0.72062 %	0.9351 %	0.91891 %	0.874382 %	1142.9834365844727
4000	10	256	|	320	-1	dot_product
0.1191 %	0.29306 %	0.474644 %	0.5618754 %	|	0.4475 %	0.789 %	0.72088 %	0.9362 %	0.92013 %	0.875433 %	1259.8214149475098
4000	10	256	|	384	-1	dot_product
0.1191 %	0.29308 %	0.474722 %	0.5619789 %	|	0.4475 %	0.7895 %	0.72115 %	0.937 %	0.92108 %	0.876162 %	1372.7161884307861
4000	10	256	|	448	-1	dot_product
0.1191 %	0.2931 %	0.47475 %	0.5620457 %	|	0.4474 %	0.7895 %	0.72125 %	0.9379 %	0.92193 %	0.876727 %	1499.685287475586
4000	10	256	|	512	-1	dot_product
0.1191 %	0.2931 %	0.474773 %	0.5621204 %	|	0.4474 %	0.7895 %	0.72134 %	0.9385 %	0.92254 %	0.877211 %	1593.7716960906982
4000	10	256	|	576	-1	dot_product
0.1191 %	0.29312 %	0.474799 %	0.5621588 %	|	0.4474 %	0.7895 %	0.72149 %	0.9388 %	0.92328 %	0.877614 %	1677.6537895202637
4000	10	256	|	640	-1	dot_product
0.1191 %	0.29312 %	0.47482 %	0.5622036 %	|	0.4474 %	0.7898 %	0.72154 %	0.9393 %	0.92379 %	0.878007 %	1780.4546356201172
4000	10	256	|	704	-1	dot_product
