Program: faiss Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.3688 %	0.4356 %	0.496219 %	0.5634199 %	|	0.7658 %	0.9468 %	0.84911 %	0.984 %	0.97097 %	0.907591 %	118123.34847450256
1000	25	64	|	200	-1	dot_product
0.3692 %	0.43586 %	0.496771 %	0.5646371 %	|	0.7665 %	0.9482 %	0.85067 %	0.9865 %	0.9741 %	0.910626 %	129273.19622039795
1000	25	64	|	220	-1	dot_product
0.3696 %	0.43607 %	0.497024 %	0.5652264 %	|	0.7675 %	0.9502 %	0.85137 %	0.9884 %	0.97559 %	0.912187 %	136666.05925559998
1000	25	64	|	250	-1	dot_product
0.3697 %	0.43627 %	0.497334 %	0.5659518 %	|	0.7684 %	0.9514 %	0.8524 %	0.9902 %	0.97759 %	0.914165 %	144179.6157360077
1000	25	64	|	310	-1	dot_product
0.3704 %	0.43663 %	0.497772 %	0.5668977 %	|	0.7697 %	0.9534 %	0.85374 %	0.9928 %	0.98042 %	0.916771 %	161043.21002960205
1000	25	64	|	400	-1	dot_product
0.3705 %	0.437 %	0.498125 %	0.5677272 %	|	0.7709 %	0.9545 %	0.85518 %	0.9945 %	0.98328 %	0.919093 %	184339.26701545715
1000	25	64	|	500	-1	dot_product
0.3704 %	0.43719 %	0.498328 %	0.5681929 %	|	0.7713 %	0.9551 %	0.856 %	0.9956 %	0.98489 %	0.920385 %	206817.6920413971
1000	25	64	|	800	-1	dot_product
0.3705 %	0.43731 %	0.498493 %	0.5686147 %	|	0.7719 %	0.9558 %	0.85663 %	0.9968 %	0.98626 %	0.921626 %	263791.23973846436
1000	25	64	|	1000	-1	dot_product
0.3705 %	0.43732 %	0.49851 %	0.5686432 %	|	0.772 %	0.9559 %	0.8567 %	0.9972 %	0.98639 %	0.921727 %	299394.02437210083
1000	50	64	|	1	-1	dot_product
0.3632 %	0.39306 %	0.364214 %	0.2799184 %	|	0.4745 %	0.4778 %	0.44898 %	0.4779 %	0.44907 %	0.389149 %	17087.47887611389
1000	50	64	|	2	-1	dot_product
0.4607 %	0.50408 %	0.482398 %	0.3940622 %	|	0.6191 %	0.624 %	0.59317 %	0.6241 %	0.59335 %	0.526703 %	26568.317651748657
1000	50	64	|	4	-1	dot_product
0.5367 %	0.58521 %	0.577123 %	0.5011627 %	|	0.7337 %	0.7402 %	0.70828 %	0.7403 %	0.70856 %	0.646228 %	37720.75128555298
1000	50	64	|	8	-1	dot_product
0.5908 %	0.64091 %	0.646522 %	0.5934455 %	|	0.8178 %	0.826 %	0.79648 %	0.8261 %	0.79696 %	0.743116 %	52041.77641868591
1000	50	64	|	16	-1	dot_product
0.6218 %	0.67924 %	0.696682 %	0.6683944 %	|	0.8706 %	0.8803 %	0.86252 %	0.8804 %	0.86319 %	0.821325 %	71132.09295272827
1000	50	64	|	25	-1	dot_product
0.6388 %	0.69672 %	0.720055 %	0.7066342 %	|	0.8996 %	0.9104 %	0.8956 %	0.9105 %	0.89644 %	0.862003 %	87079.26440238953
1000	50	64	|	30	-1	dot_product
0.6447 %	0.70255 %	0.728104 %	0.7202323 %	|	0.911 %	0.9224 %	0.90763 %	0.9225 %	0.90854 %	0.876764 %	95121.30928039551
1000	50	64	|	35	-1	dot_product
0.6499 %	0.70694 %	0.73409 %	0.730716 %	|	0.9197 %	0.9315 %	0.91647 %	0.9316 %	0.91745 %	0.888153 %	102408.29682350159
1000	50	64	|	40	-1	dot_product
0.655 %	0.71027 %	0.739206 %	0.7392874 %	|	0.9269 %	0.9392 %	0.92401 %	0.9393 %	0.92505 %	0.897943 %	108162.16158866882
1000	50	64	|	45	-1	dot_product
0.6585 %	0.7128 %	0.74337 %	0.7464908 %	|	0.9325 %	0.945 %	0.93019 %	0.9451 %	0.9313 %	0.906291 %	115521.49724960327
1000	50	64	|	50	-1	dot_product
0.661 %	0.71511 %	0.746771 %	0.7523947 %	|	0.9367 %	0.9493 %	0.93517 %	0.9494 %	0.93631 %	0.913185 %	121078.66740226746
1000	50	64	|	55	-1	dot_product
0.6619 %	0.71728 %	0.749839 %	0.757614 %	|	0.9401 %	0.9528 %	0.94007 %	0.9529 %	0.94125 %	0.919541 %	127563.5244846344
1000	50	64	|	60	-1	dot_product
0.6636 %	0.71881 %	0.752255 %	0.7620168 %	|	0.9436 %	0.9565 %	0.94388 %	0.9566 %	0.9451 %	0.924761 %	133370.9065914154
1000	50	64	|	65	-1	dot_product
0.6663 %	0.72079 %	0.754496 %	0.7659652 %	|	0.9481 %	0.961 %	0.94775 %	0.9611 %	0.94901 %	0.929677 %	138489.3229007721
1000	50	64	|	75	-1	dot_product
0.6685 %	0.72333 %	0.757941 %	0.7723393 %	|	0.9528 %	0.966 %	0.95385 %	0.9661 %	0.95522 %	0.937487 %	148759.5694065094
1000	50	64	|	90	-1	dot_product
0.6707 %	0.72629 %	0.762078 %	0.7798668 %	|	0.9576 %	0.9713 %	0.96085 %	0.9714 %	0.96234 %	0.946949 %	163059.13281440735
1000	50	64	|	110	-1	dot_product
0.6731 %	0.72891 %	0.765911 %	0.7871042 %	|	0.9623 %	0.9762 %	0.96767 %	0.9763 %	0.96925 %	0.956238 %	181322.78537750244
1000	50	64	|	130	-1	dot_product
0.6751 %	0.73083 %	0.768674 %	0.7922611 %	|	0.9662 %	0.9802 %	0.9726 %	0.9803 %	0.97424 %	0.963129 %	196772.86076545715
1000	50	64	|	150	-1	dot_product
0.6761 %	0.73216 %	0.770921 %	0.7962742 %	|	0.9689 %	0.9831 %	0.97648 %	0.9832 %	0.9782 %	0.968703 %	211313.161611557
1000	50	64	|	170	-1	dot_product
0.6774 %	0.73327 %	0.772415 %	0.79929 %	|	0.9716 %	0.986 %	0.97958 %	0.9861 %	0.98138 %	0.972937 %	226519.83642578125
1000	50	64	|	200	-1	dot_product
0.6787 %	0.73459 %	0.774317 %	0.8029047 %	|	0.9739 %	0.9885 %	0.98305 %	0.9886 %	0.98493 %	0.978123 %	247014.81652259827
1000	50	64	|	220	-1	dot_product
0.68 %	0.73516 %	0.775227 %	0.804714 %	|	0.9758 %	0.9905 %	0.98471 %	0.9906 %	0.98663 %	0.980847 %	258742.493391037
1000	50	64	|	250	-1	dot_product
0.6806 %	0.73597 %	0.776403 %	0.8069692 %	|	0.9776 %	0.9924 %	0.98697 %	0.9925 %	0.98896 %	0.984235 %	278090.9345149994
1000	50	64	|	310	-1	dot_product
0.6823 %	0.73683 %	0.777962 %	0.8100143 %	|	0.9799 %	0.9952 %	0.99022 %	0.9953 %	0.99228 %	0.988964 %	310893.9130306244
1000	50	64	|	400	-1	dot_product
0.6823 %	0.73793 %	0.779352 %	0.8127205 %	|	0.9817 %	0.997 %	0.99353 %	0.9971 %	0.99569 %	0.993398 %	357215.33370018005
1000	50	64	|	500	-1	dot_product
0.6824 %	0.7386 %	0.780105 %	0.8144064 %	|	0.9828 %	0.9982 %	0.99549 %	0.9983 %	0.99771 %	0.996092 %	399842.7121639252
1000	50	64	|	800	-1	dot_product
